,BIA,BIA Latitude,BIA Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Rating
357,Yonge Lawrence Village,43.7299843885,-79.4034778928,4ff337e7e4b03e2956435ef3,Yogurty's,43.72986618716524,-79.40340062283457,Frozen Yogurt Shop,6.7
358,Yonge Lawrence Village,43.7299843885,-79.4034778928,4bfc0f3db5cd2d7f1b0431fb,Melmira Bra & Swimsuits,43.730746220093216,-79.40357289775751,Lingerie Store,6.6
359,Yonge Lawrence Village,43.7299843885,-79.4034778928,4ba53535f964a520ffeb38e3,Cozy Nails,43.73051605546122,-79.40365477283476,Cosmetics Shop,6.5
360,Yonge Lawrence Village,43.7299843885,-79.4034778928,4bccd94cb6c49c74ee829491,Subway,43.73017057716657,-79.40323021840265,Sandwich Place,6.0
361,Yonge Lawrence Village,43.7299843885,-79.4034778928,4b22f514f964a520145124e3,Gabby's Roadhouse,43.72927371293531,-79.40321132426091,Pub,5.8
362,Yonge Lawrence Village,43.7299843885,-79.4034778928,4bb77e5a53649c7435c045fb,Baskin-Robbins,43.72976397573362,-79.40355624562132,Ice Cream Shop,
363,Roncesvalles Village,43.6454392371,-79.4489270973,4b5df38ef964a520aa7529e3,Café Polonez,43.645113109705804,-79.44851660549037,Eastern European Restaurant,8.6
364,Roncesvalles Village,43.6454392371,-79.4489270973,4ecee0cdd5fb788de3cd02c1,The Ace,43.646144199851925,-79.44886018312049,American Restaurant,8.4
365,Roncesvalles Village,43.6454392371,-79.4489270973,4ad79c99f964a520c50c21e3,Lit Espresso Bar,43.64584589665229,-79.44882985644458,Coffee Shop,8.0
366,Roncesvalles Village,43.6454392371,-79.4489270973,5337166e498e7ec9227d01a4,Ed's Real Scoop,43.64493193175704,-79.44846130053051,Ice Cream Shop,7.9
367,Roncesvalles Village,43.6454392371,-79.4489270973,4b8055ebf964a520296930e3,Qi Natural Food,43.64581683069303,-79.44881046692572,Food & Drink Shop,7.9
368,Roncesvalles Village,43.6454392371,-79.4489270973,4b23fc2ef964a520695e24e3,Aris Place,43.646075591799324,-79.44884027778438,American Restaurant,7.6
369,Roncesvalles Village,43.6454392371,-79.4489270973,4b708d6af964a52068212de3,the Friendly Thai,43.64590686300198,-79.4488919470859,Thai Restaurant,6.9
370,Roncesvalles Village,43.6454392371,-79.4489270973,4b0ecbe9f964a520285b23e3,RBC Royal Bank,43.64473345505027,-79.44829184440374,Bank,6.4
371,Roncesvalles Village,43.6454392371,-79.4489270973,4b005df0f964a5205d3d22e3,Maple Produce,43.64596747661899,-79.4489240385491,Grocery Store,6.4
372,Roncesvalles Village,43.6454392371,-79.4489270973,4aff1c93f964a520663422e3,Sobeys Urban Fresh High Park,43.645237,-79.448627,Grocery Store,6.0
373,Roncesvalles Village,43.6454392371,-79.4489270973,4b01f25af964a520c24622e3,Thai Chef Cuisine,43.64615789315189,-79.44890790507024,Thai Restaurant,6.0
374,Roncesvalles Village,43.6454392371,-79.4489270973,4bb27aad42959c74abe4202c,Scooter Girl,43.64492105569103,-79.44845003657372,Toy / Game Store,
375,Roncesvalles Village,43.6454392371,-79.4489270973,53650984498e43ca27013157,Owl Optometry,43.645779855855444,-79.44877316261562,Optical Shop,
376,St. Clair Gardens,43.6741941599,-79.4595496449,4d6946606297721e8596c6b5,Sabor Brasil Restaurant,43.67444516608626,-79.45922778096221,Brazilian Restaurant,7.7
377,St. Clair Gardens,43.6741941599,-79.4595496449,4ee2a1f2e300513517eb2d59,Cùu Long Miên Tây,43.674141834496375,-79.46051957889887,Vietnamese Restaurant,6.9
378,St. Clair Gardens,43.6741941599,-79.4595496449,58bafb3e3731811b94b0e37e,huong viet,43.674237,-79.460614,Vietnamese Restaurant,
379,St. Clair Gardens,43.6741941599,-79.4595496449,504287b0e4b08d9f59394600,#thepussypad,43.67411687592372,-79.45861875655726,Lounge,
380,The Beach,43.6701730603,-79.2963326077,52f1344511d24bedb97f262e,Sanna's Farmacia,43.670929268214614,-79.29596900939941,Juice Bar,7.5
381,The Beach,43.6701730603,-79.2963326077,4caf386e75ebb60c8b5dbaad,Pippins Tea Company,43.670992,-79.29590463638306,Tea Room,7.1
382,The Beach,43.6701730603,-79.2963326077,4bd64cfdcfa7b7138a7a27da,Subway,43.670812083087675,-79.29552581655025,Sandwich Place,6.8
383,The Beach,43.6701730603,-79.2963326077,4c10317981e976b075d10eeb,Bikkuri Japanese Restaurant,43.67071466807068,-79.29695568774969,Japanese Restaurant,6.4
384,The Beach,43.6701730603,-79.2963326077,4c586a2ad12a20a19cf968bd,Pizza Hut,43.670789,-79.29684,Pizza Place,6.4
385,The Beach,43.6701730603,-79.2963326077,4b22f4d6f964a520105124e3,Gabby's Food & Fuel,43.670809267568956,-79.29665696716665,Bar,6.0
386,The Beach,43.6701730603,-79.2963326077,5008b92ee4b06223af5cf8a3,Yogurty's,43.670781851774905,-79.29655627409112,Frozen Yogurt Shop,
387,Trinity-Bellwoods,43.6516587263,-79.4095569286,583b335914fb41107117288c,Tilt Arcade Bar,43.65172465111275,-79.40926551818848,Arcade,
388,Trinity-Bellwoods,43.6516587263,-79.4095569286,55a0836f498e3c94e1d0b435,Dundas Video,43.65164098430477,-79.40932287052783,Bar,
389,Trinity-Bellwoods,43.6516587263,-79.4095569286,4b65a15bf964a52018f72ae3,Caldense Bakery,43.65177230694368,-79.40859700579766,Bakery,
390,Trinity-Bellwoods,43.6516587263,-79.4095569286,5553e6c6498e8c64137d0099,Old School,43.6518670453089,-79.40846172079483,American Restaurant,
391,Trinity-Bellwoods,43.6516587263,-79.4095569286,5585e8e4498e449c49da5d33,Lucky Shrike,43.651475666884195,-79.41022617011214,Bar,
392,Trinity-Bellwoods,43.6516587263,-79.4095569286,5929f6d73abcaf2166cba309,La Palma,43.651425690080174,-79.4102625042409,Italian Restaurant,
393,Trinity-Bellwoods,43.6516587263,-79.4095569286,4b8979f1f964a520f43932e3,Lisbon By Night,43.65179675141268,-79.40853941221923,Mediterranean Restaurant,
394,Trinity-Bellwoods,43.6516587263,-79.4095569286,58cf1778ec980f5dbb67ba53,Oxtail Pho & Banh Mi,43.651752834948745,-79.4089399240927,Vietnamese Restaurant,
395,Trinity-Bellwoods,43.6516587263,-79.4095569286,50b65f04e4b03158df1e9f2c,Creatures Creating,43.651680307199804,-79.40915521569379,Art Gallery,
396,Wychwood Heights,43.6829148372,-79.4199665093,511c8931d86c4ff3cde9bc32,Menchie's,43.68311630000308,-79.41908246794154,Frozen Yogurt Shop,7.5
397,Wychwood Heights,43.6829148372,-79.4199665093,4bcba24ecc8cd13a47dabfcf,Taste of Thai House,43.68273510337587,-79.41966075174597,Thai Restaurant,7.2
398,Wychwood Heights,43.6829148372,-79.4199665093,4c4baeec6e209521135714ec,Albert's Real Jamaican Foods,43.683060971578726,-79.4206932229474,Caribbean Restaurant,7.0
399,Wychwood Heights,43.6829148372,-79.4199665093,4b1dbd1df964a520a41424e3,Shoppers Drug Mart,43.68263,-79.419261,Pharmacy,6.9
400,Wychwood Heights,43.6829148372,-79.4199665093,4aebe163f964a52007c521e3,Pizza Pizza,43.68283918691625,-79.41956727761838,Pizza Place,6.6
401,Wychwood Heights,43.6829148372,-79.4199665093,5ab5ab956a5950151bd1e7d6,Tim Hortons,43.682716,-79.42117,Coffee Shop,6.3
402,Wychwood Heights,43.6829148372,-79.4199665093,5a31791fad910e0e06bdc4a9,Chamsine,43.682865,-79.420153,Middle Eastern Restaurant,
403,St. Lawrence Market Neighbourhood,43.649959537,-79.3698910946,55be4bd4498e08d9ccc061e4,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop,8.9
404,St. Lawrence Market Neighbourhood,43.649959537,-79.3698910946,518e6d3a498e3e5f52a938e3,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store,8.3
405,St. Lawrence Market Neighbourhood,43.649959537,-79.3698910946,4e11d1fc1495c8d31bc9a291,Young People's Theatre,43.64979311983223,-79.36888127403039,Theater,7.8
406,St. Lawrence Market Neighbourhood,43.649959537,-79.3698910946,4b646bedf964a520d5b12ae3,Pet Cuisine,43.64997022077983,-79.36992359146845,Pet Store,7.3
407,St. Lawrence Market Neighbourhood,43.649959537,-79.3698910946,5be625b081635b002c676360,Museum Of Illusions,43.650219,-79.369451,Museum,7.0
408,Yonge & St. Clair,43.6875273769,-79.3947844324,4adc5a0bf964a520d12b21e3,The Bagel House,43.68737388880937,-79.39369634343205,Bagel Shop,8.5
409,Yonge & St. Clair,43.6875273769,-79.3947844324,5a119e738a6f175e860cac17,Mary Be Kitchen,43.687708,-79.395062,Restaurant,7.5
410,Yonge & St. Clair,43.6875273769,-79.3947844324,4be349d763609c7439e11bff,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant,7.5
411,Yonge & St. Clair,43.6875273769,-79.3947844324,52acedc011d2bf5586251c3c,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant,7.4
412,Yonge & St. Clair,43.6875273769,-79.3947844324,5463a3b5498ea3c6bc10c713,Schnitzel HUB,43.687378678206514,-79.39368318065463,German Restaurant,6.8
413,Yonge & St. Clair,43.6875273769,-79.3947844324,4b089cdbf964a520720f23e3,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub,6.6
414,Yonge & St. Clair,43.6875273769,-79.3947844324,4b6042c1f964a52070dc29e3,RBC Royal Bank,43.68806164142636,-79.39500079795525,Bank,6.5
415,Yonge & St. Clair,43.6875273769,-79.3947844324,4ae329b1f964a5201d9121e3,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar,6.3
416,Yonge & St. Clair,43.6875273769,-79.3947844324,4ad4c05cf964a5201af620e3,Scallywags,43.687981749962695,-79.39467568457059,Pub,6.2
417,Yonge & St. Clair,43.6875273769,-79.3947844324,4ae9c951f964a5206bb621e3,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant,5.8
418,Yonge & St. Clair,43.6875273769,-79.3947844324,4b5cc189f964a520724229e3,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place,5.8
419,Yonge & St. Clair,43.6875273769,-79.3947844324,4d0cf291903d3704cdd8c055,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop,5.6
420,Rosedale Main Street,43.6788049249,-79.3912401435,52ced2c9498e67e1059cf3b2,Greenhouse Juice Co,43.67910117808306,-79.39068555107286,Juice Bar,9.2
421,Rosedale Main Street,43.6788049249,-79.3912401435,4c2bd80e57a9c9b6b796f667,Quanto Basta,43.67877897000512,-79.39047205460909,Italian Restaurant,7.8
422,Rosedale Main Street,43.6788049249,-79.3912401435,4ba509b6f964a520f8d338e3,Staples Midtown Toronto,43.67960956849449,-79.39112573862076,Paper / Office Supplies Store,7.1
423,Rosedale Main Street,43.6788049249,-79.3912401435,4bf724f44a67c928752a23cf,Avant Gout,43.67879714992955,-79.39027726202539,French Restaurant,7.0
424,Rosedale Main Street,43.6788049249,-79.3912401435,4aed0a88f964a520e0cc21e3,Quail & Firkin,43.67843817952469,-79.39012118692806,Pub,5.9
425,Rosedale Main Street,43.6788049249,-79.3912401435,4c0c189f7e3fc928e753f682,Rogers,43.6792367,-79.3907639,Video Store,
426,Weston Village,43.7003734335,-79.5176172988,4cc2280b06c254812dfd8747,Pizza Pizza,43.70058873986015,-79.5174993495782,Pizza Place,6.7
427,Weston Village,43.7003734335,-79.5176172988,517ac751498e2f01888f559a,RBC Royal Bank,43.70011465792203,-79.51703268028007,Bank,6.5
428,Weston Village,43.7003734335,-79.5176172988,51755552498e0a48594e1c2d,Kitchen King Jerk Inc.,43.69989013671875,-79.51702117919922,Caribbean Restaurant,
429,Weston Village,43.7003734335,-79.5176172988,4df7d6b8d22dca97c59686d1,Little Avenue Memorial Park,43.700744409540256,-79.51826250101168,Park,
430,Village of Islington,43.6440649069,-79.5315910298,55ea1045498e2b63ad6fd717,Food Truck'n Friday,43.64333264670352,-79.5310319874756,Food Truck,
431,Village of Islington,43.6440649069,-79.5315910298,4bd8caf60115c9b696587580,Mississauga transit bus 3,43.64326412818951,-79.53129548341794,Bus Station,
432,Riverside District,43.6588932377,-79.349355234,596186fd772fbc1671dff18b,The Broadview Hotel,43.6590599,-79.35003,Hotel,
433,Riverside District,43.6588932377,-79.349355234,59d40c3da9e40234d27cdc28,Rooftop At Broadview Hotel,43.6591094703885,-79.35007412650944,Hotel Bar,
434,Riverside District,43.6588932377,-79.349355234,4bc37b7c920eb713b4851d2c,Ruby WatchCo.,43.65914910163365,-79.34916965901455,Restaurant,
435,Riverside District,43.6588932377,-79.349355234,5809380538fa964fcc2f75e6,Eastbound Brewing Company,43.65900780122884,-79.35024989233756,Brewery,
436,Riverside District,43.6588932377,-79.349355234,5baf8e509de23b002c5cc3ec,Tertulia,43.658744,-79.349276,Café,
437,Riverside District,43.6588932377,-79.349355234,4ad4c062f964a520d0f720e3,The Opera House,43.65890447141719,-79.34874429043093,Rock Club,
438,Riverside District,43.6588932377,-79.349355234,4ae0ab5ff964a520758121e3,Prohibition Gastrohouse,43.65881348516176,-79.35032270812795,Gastropub,
439,Riverside District,43.6588932377,-79.349355234,4adc95f3f964a520912d21e3,Sushi Bar,43.65879825022111,-79.35008516753265,Sushi Restaurant,
440,Riverside District,43.6588932377,-79.349355234,5aa1f1973c858d71bd370f96,Brickworks Ciderhouse,43.658870420554145,-79.34981768857223,Bar,
441,Riverside District,43.6588932377,-79.349355234,51ce40c2498ee7d5fe865ccc,Liberty Shawarma,43.65894028108567,-79.34971532956682,Falafel Restaurant,
442,Riverside District,43.6588932377,-79.349355234,4b11680ef964a520ec7b23e3,Subway,43.65889663293587,-79.34903398084782,Sandwich Place,
443,Riverside District,43.6588932377,-79.349355234,4b15c5eef964a52017b423e3,Pizzaiolo,43.6589314356302,-79.35025686526703,Pizza Place,
444,Mount Pleasant Village,43.7042138265,-79.3888774929,4ae6ea6ef964a52082a721e3,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop,8.9
445,Mount Pleasant Village,43.7042138265,-79.3888774929,4b939ca4f964a520344a34e3,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café,8.4
446,Mount Pleasant Village,43.7042138265,-79.3888774929,4b939d18f964a520454a34e3,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant,7.6
447,Mount Pleasant Village,43.7042138265,-79.3888774929,4b258fcef964a520d37324e3,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant,7.3
448,Mount Pleasant Village,43.7042138265,-79.3888774929,4bd4b2546798ef3bb235628d,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant,7.3
449,Mount Pleasant Village,43.7042138265,-79.3888774929,4b71edddf964a520cb642de3,Positano,43.704558,-79.38863854,Italian Restaurant,7.3
450,Mount Pleasant Village,43.7042138265,-79.3888774929,4b800918f964a5209a4c30e3,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store,6.7
451,Mount Pleasant Village,43.7042138265,-79.3888774929,4b62d9d0f964a5207a552ae3,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop,6.4
452,Ossington Avenue,43.6467840872,-79.4197742703,4f7891c7e4b0b9643b73e08d,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery,
453,Ossington Avenue,43.6467840872,-79.4197742703,50bafbe4e4b0e225612debb6,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant,
454,Ossington Avenue,43.6467840872,-79.4197742703,537bd61f498e0dae73728800,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop,
455,Ossington Avenue,43.6467840872,-79.4197742703,53e7ff72498ec1fa4deab5d0,Mamakas Taverna,43.645908,-79.419654,Greek Restaurant,
456,Ossington Avenue,43.6467840872,-79.4197742703,58bc5afce9233e59f52901e6,Bellwoods Brewery Bottle Shop,43.64712,-79.420044,Beer Store,
457,Ossington Avenue,43.6467840872,-79.4197742703,54e000c9498e4adcc4e449be,La Cubana,43.64623003878161,-79.4196356996568,Cuban Restaurant,
458,Ossington Avenue,43.6467840872,-79.4197742703,585c96058d8e995f7316745c,Gift Shop,43.64614871682715,-79.41948131634449,Cocktail Bar,
459,Ossington Avenue,43.6467840872,-79.4197742703,4ae662e8f964a520cfa621e3,Reposado,43.647320789001384,-79.42003151431754,Bar,
460,Ossington Avenue,43.6467840872,-79.4197742703,4ae791a7f964a52079ac21e3,Lower Ossington Theatre,43.64638945106542,-79.4197810126815,Theater,
461,Ossington Avenue,43.6467840872,-79.4197742703,4ae86cb3f964a5203eaf21e3,Pho Rua Vang (Golden Turtle),43.64689319654605,-79.41977781583955,Vietnamese Restaurant,
462,Ossington Avenue,43.6467840872,-79.4197742703,4b2eca20f964a520b8e624e3,YogaSpace,43.64760744635252,-79.42013338783642,Yoga Studio,
463,Ossington Avenue,43.6467840872,-79.4197742703,51e063c1498e6dfbb5819eea,Crywolf,43.64620715620378,-79.41958280659624,Boutique,
464,Ossington Avenue,43.6467840872,-79.4197742703,524610aa498eb8e8363a8387,Soos,43.64625487651962,-79.4196494517963,Malay Restaurant,
465,Ossington Avenue,43.6467840872,-79.4197742703,4ad8cc7bf964a520c21421e3,Venezia Bakery,43.6468112760052,-79.41980345671674,Bakery,
466,Ossington Avenue,43.6467840872,-79.4197742703,4b998cfbf964a520e68235e3,Böehmer,43.64629266324354,-79.41948952292074,New American Restaurant,
467,Ossington Avenue,43.6467840872,-79.4197742703,57e735c5498e8c74176691ea,Peace Collective,43.64710896042073,-79.41986423045904,Boutique,
468,Ossington Avenue,43.6467840872,-79.4197742703,5ba1435b7564f7002cf5a80c,Pilot Coffee Roasters,43.646609556865684,-79.41960592835666,Coffee Shop,
469,Ossington Avenue,43.6467840872,-79.4197742703,57772ed7498e673c0ebeedb6,Baby Hueys,43.646734,-79.419764,Bar,
470,Ossington Avenue,43.6467840872,-79.4197742703,5d2c99232913580023ddb7f0,Sam James Coffee Bar Oz,43.64743,-79.419843,Coffee Shop,
471,Oakwood Village,43.6896129186,-79.4395930019,4cf531486195721e072756c1,Oakwood Pizzeria,43.689127,-79.439415,Pizza Place,
472,Oakwood Village,43.6896129186,-79.4395930019,55234016498e314b9ef8e7c8,Adorn Graphics & Printing Inc,43.68933400948593,-79.44007873535156,Business Service,
473,Mount Dennis,43.6865269948,-79.4888678922,5387ed15498e7b711dcb33a1,Super Coffee,43.68686134703151,-79.48960043952441,Coffee Shop,7.9
474,Mount Dennis,43.6865269948,-79.4888678922,4be705e5d4f7c9b686592720,Caplan's Appliances,43.686268,-79.488134,Furniture / Home Store,
475,Mount Dennis,43.6865269948,-79.4888678922,4df3ca5f22718759f8212af6,Caplan Miele Gallery,43.68641645778968,-79.48867061763234,Furniture / Home Store,
476,Mirvish Village,43.6645258322,-79.4115407301,4cfa9a2cee9cb60cc94e8bad,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store,
477,Mirvish Village,43.6645258322,-79.4115407301,4ad4c05cf964a520cdf520e3,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant,
478,Mirvish Village,43.6645258322,-79.4115407301,5150dd56e4b02697522f197c,Bite & Sip - Pretzels & Smoothies,43.6650883880936,-79.41135294600984,Bakery,
479,Mirvish Village,43.6645258322,-79.4115407301,4c1d5722eac020a16c1848c2,George's Deli & BBQ,43.664896832155215,-79.41057358529474,Deli / Bodega,
480,Mirvish Village,43.6645258322,-79.4115407301,4af8f270f964a520a41022e3,Secrets From Your Sister,43.66511508939061,-79.41128045550488,Lingerie Store,
481,Mirvish Village,43.6645258322,-79.4115407301,54c6c22a498ea9581742c859,Mr. Tonkatsu　豚カツ,43.66525201361955,-79.41083082310665,Japanese Restaurant,
482,Mirvish Village,43.6645258322,-79.4115407301,4ae32c97f964a5204a9121e3,Suspect Video & Culture,43.66448637874692,-79.412261047236,Video Store,
483,Mirvish Village,43.6645258322,-79.4115407301,4c9e8fdc46978cfa3b18a37f,Jerk King,43.665235046859515,-79.41084249380106,Caribbean Restaurant,
484,Mirvish Village,43.6645258322,-79.4115407301,4c2e783a7cc0c9b66422ea9a,Toronto Fringe Festival HQ,43.66449834421774,-79.41159026775993,Indie Theater,
485,Mirvish Village,43.6645258322,-79.4115407301,4b1c28d4f964a5204a0324e3,Trainers Fitness,43.664172766723645,-79.41101473334564,Gym,
486,Mirvish Village,43.6645258322,-79.4115407301,556a5635498e4867142a166d,The Fry,43.665272955787486,-79.4108859824545,Fried Chicken Joint,
487,Mirvish Village,43.6645258322,-79.4115407301,4b1994b3f964a520e7df23e3,TD Canada Trust,43.6651707607859,-79.41221452788795,Bank,
488,Mirvish Village,43.6645258322,-79.4115407301,4b5a8ccef964a520e4ca28e3,Amnesia,43.66521175484836,-79.41094877010387,Bar,
489,Mirvish Village,43.6645258322,-79.4115407301,52abf8fd498ea8d054a1c202,Coda,43.6651165547671,-79.41139171478466,Nightclub,
490,Mimico Village,43.6182832527,-79.4992091241,4ba3fa87f964a520d17338e3,SanRemo Bakery,43.618542136521064,-79.49948481145465,Bakery,
491,Mimico Village,43.6182832527,-79.4992091241,5bd617a7acc5f5002cc44845,Jimmy’s Coffee,43.618715,-79.499506,Café,
492,Mimico Village,43.6182832527,-79.4992091241,57f3ca91498ed28dbad1610a,Breakfast Room,43.618904,-79.499738,American Restaurant,
493,Mimico By The Lake,43.6144363284,-79.4863054305,57a78e12498e88fc66ce32b2,Mimico Waterterfront Park,43.614272,-79.486044,Park,
494,Midtown Yonge,43.6991077221,-79.3970992438,522692e57e48dcd95da75845,The Wallace Gastropub,43.69931353346797,-79.39691946842647,Gastropub,7.7
495,Midtown Yonge,43.6991077221,-79.3970992438,4b59169df964a520f17b28e3,Pizza Pizza,43.69896291032417,-79.39670128803847,Pizza Place,6.9
496,Midtown Yonge,43.6991077221,-79.3970992438,4ade178ff964a520127321e3,Starbucks,43.698491,-79.396383,Coffee Shop,6.8
497,Midtown Yonge,43.6991077221,-79.3970992438,4b265df5f964a5209f7a24e3,TD Canada Trust,43.6995479,-79.3972046,Bank,6.7
498,Midtown Yonge,43.6991077221,-79.3970992438,4aedc416f964a520acce21e3,Kramer's Bar & Grill,43.698582127538685,-79.39663071099496,Pub,6.2
499,Midtown Yonge,43.6991077221,-79.3970992438,4b4f6b9bf964a520d20527e3,Subway,43.69860176351899,-79.39698045718183,Sandwich Place,6.1
500,Midtown Yonge,43.6991077221,-79.3970992438,4b4ff5d6f964a5205d1a27e3,Tim Hortons,43.6986754,-79.3969569,Coffee Shop,5.6
501,Midtown Yonge,43.6991077221,-79.3970992438,50983e45e4b0cb1b3395de3a,Ferris360,43.698326886310134,-79.39669312029098,Gym,
502,Regal Heights Village,43.6793033459,-79.4369945802,4b07488ff964a52044fb22e3,Khmer Thai,43.679284765364436,-79.43758544603446,Thai Restaurant,
503,Regal Heights Village,43.6793033459,-79.4369945802,594eacf54c9be64aead49288,Lox + Schmear,43.67918,-79.43819,Bagel Shop,
504,Regal Heights Village,43.6793033459,-79.4369945802,4b5b4547f964a52029f028e3,Boubah's Pet Store,43.679113611062796,-79.43801586413622,Pet Store,
505,Regal Heights Village,43.6793033459,-79.4369945802,55b03b0e498ee9841f421370,Barista & Chef,43.679235,-79.437394,Restaurant,
506,Regal Heights Village,43.6793033459,-79.4369945802,57a26d38498eee9529897a1c,Latin World,43.679285,-79.438193,Taco Place,
507,Regal Heights Village,43.6793033459,-79.4369945802,4e4b072a8877da6396603c8e,Hardys Hogtown Brasserie,43.67947449828452,-79.43694786311306,BBQ Joint,
508,Regal Heights Village,43.6793033459,-79.4369945802,4b4b6551f964a520009a26e3,Latin Fiesta Restaurant,43.679305049605816,-79.43738723383262,Latin American Restaurant,
509,Parkdale Village,43.6404599193,-79.4373041836,4aecbbb0f964a520bcca21e3,Mother India,43.64071776138551,-79.4362592512312,Indian Restaurant,8.0
510,Parkdale Village,43.6404599193,-79.4373041836,4ba6e1f8f964a520537539e3,Om Restaurant,43.640337284428895,-79.43781080540346,Indian Restaurant,7.7
511,Parkdale Village,43.6404599193,-79.4373041836,5465557f498e0d4b2db9b486,Norling,43.640236,-79.438449,Tibetan Restaurant,7.5
512,Parkdale Village,43.6404599193,-79.4373041836,50f0b424e4b0599e42e31047,Himalayan Cafe,43.64035661438858,-79.4380968443537,Café,7.5
513,Parkdale Village,43.6404599193,-79.4373041836,5426f329498eb5a732309124,Glory of India,43.64069366455078,-79.43678283691406,North Indian Restaurant,7.1
514,Parkdale Village,43.6404599193,-79.4373041836,4b59f335f964a5202ca328e3,Parkdale Guardian Pharmacy,43.640595,-79.43762,Pharmacy,6.8
515,Parkdale Village,43.6404599193,-79.4373041836,4b4fa8d4f964a5209b0f27e3,Rice & Noodle,43.64028335648371,-79.43835074476583,Chinese Restaurant,6.8
516,Parkdale Village,43.6404599193,-79.4373041836,4bddf7e30ee3a59340642fb0,TD Canada Trust,43.64022625429727,-79.43735084963009,Bank,6.2
517,Parkdale Village,43.6404599193,-79.4373041836,53752598498e6b5cffe81829,Subway,43.64042954337929,-79.4365632448256,Sandwich Place,6.2
518,Parkdale Village,43.6404599193,-79.4373041836,58fb073e09e2835b7ff25f1e,A&W,43.64042887588472,-79.43780338766055,Fast Food Restaurant,6.2
519,Parkdale Village,43.6404599193,-79.4373041836,4bb9221f53649c743cc147fb,Old Man Pizza,43.6401793968803,-79.43722592017951,Pizza Place,6.1
520,Parkdale Village,43.6404599193,-79.4373041836,4e14e1e6483b0d8571cc596e,Sizzling Grill,43.64070982437893,-79.43665724456443,Diner,
521,Pape Village,43.6882696148,-79.3484145546,4bc9b8950687ef3bbc53dacc,Danish Pastry shop,43.688243347322356,-79.34832748362554,Bakery,
522,Pape Village,43.6882696148,-79.3484145546,4b13355af964a520879523e3,Folia Grill,43.688737570879006,-79.34857966423287,Greek Restaurant,
523,Pape Village,43.6882696148,-79.3484145546,4bd22db89854d13a7129fb4d,Subway,43.688981745680614,-79.34887239203073,Sandwich Place,
524,Pape Village,43.6882696148,-79.3484145546,4fb699d87bebbeb2a6c7b774,Shoppers Drug Mart,43.68878,-79.348729,Pharmacy,
525,Pape Village,43.6882696148,-79.3484145546,4c8a4ce1e51e6dcb309367de,Pape And Floyd Bus Stop,43.68759654481245,-79.34820654333085,Bus Station,
526,Pape Village,43.6882696148,-79.3484145546,4c9124191adc370489942dd1,Coffee Lime & Deli,43.687541217660836,-79.34843958729138,Coffee Shop,
527,Pape Village,43.6882696148,-79.3484145546,4c66b2ccc2ead13aa85bb480,East York Restaurant,43.688907,-79.348694,Greek Restaurant,
528,MarkeTO District,43.7092434578,-79.4535316072,4d557ee1611aa35d9ab23539,Columbus Colombian Bakery (Panaderia Colombiana),43.709172692546765,-79.45333079398473,Latin American Restaurant,7.1
529,MarkeTO District,43.7092434578,-79.4535316072,4b9ed4aff964a520f30437e3,Dairy Queen,43.7100679,-79.4534411,Ice Cream Shop,7.0
530,MarkeTO District,43.7092434578,-79.4535316072,4d7e2738564b8cfadb0bec64,Lady York Foods,43.709445370032775,-79.45297906087649,Grocery Store,6.6
531,MarkeTO District,43.7092434578,-79.4535316072,4de66b56ae607cf344749441,CINQUElire,43.708497217747784,-79.45371253229237,Italian Restaurant,
532,MarkeTO District,43.7092434578,-79.4535316072,4d49fad2a0ef5481a3e7f7f6,Cinque Lire,43.708698,-79.453576,Pizza Place,
533,MarkeTO District,43.7092434578,-79.4535316072,4b0ae267f964a520692923e3,Mr. Sub,43.70897530585296,-79.45358754035846,Sandwich Place,
534,MarkeTO District,43.7092434578,-79.4535316072,4c3b12a6be4620a179b30b13,City Fish Market,43.709105,-79.45366,Fish Market,
